GRE_Score,TOEFL_Score,CGPA,Work_Experience,Preferred_Country,Preferred_Course,Chance_of_Admit
314,100,9.544892058766898,12,Canada,Computer Science,0.5045475109449507
298,111,6.95728320338212,15,USA,Business Analytics,0.3055346951046976
299,108,9.266784279962097,8,USA,Data Science,0.4766850647969501
336,113,6.936872848883969,11,Canada,Engineering,0.5038088862163617
297,98,9.279737318922919,43,UK,MBA,0.5048438787184192
326,106,7.465186488879749,37,Australia,Business Analytics,0.5914223401098316
320,101,9.56981703356366,18,Australia,Data Science,0.6057877314859628
328,114,9.804147328388893,59,Canada,Computer Science,0.7620178522356633
293,103,7.020785892917905,6,UK,MBA,0.16507592527498122
294,104,8.119364617728877,56,USA,Computer Science,0.45200523649771257
310,105,9.933455823569398,34,Germany,Data Science,0.7565126449231895
280,111,8.191926025906014,47,Germany,Data Science,0.3529422328610127
332,111,9.522416328800908,17,Canada,Business Analytics,0.6909867026501142
333,117,8.56056032745962,15,UK,Engineering,0.721021504037977
333,109,7.813654677718606,54,UK,Computer Science,0.5763707072697304
282,90,7.500242444340546,38,Australia,Business Analytics,0.21036425014076351
295,99,7.211280818801305,3,USA,MBA,0.2008566772609843
302,97,9.16629366982194,58,UK,Engineering,0.6055982533682269
336,107,7.8528917738805974,24,Germany,Business Analytics,0.5421237922100811
290,117,8.289464117702629,31,USA,Computer Science,0.42066046554657227
291,90,8.223139180004136,39,USA,Data Science,0.3661749140880873
289,91,8.52047660231596,12,Canada,MBA,0.2661118190347632
311,90,9.529520009685932,44,UK,Computer Science,0.5432323987438621
295,90,9.932587702542003,16,Canada,Engineering,0.568685736825956
287,98,7.926544730008359,48,UK,Engineering,0.3824384524984859
317,102,9.396316227372061,36,Australia,Data Science,0.7543826886307883
291,119,9.175847281291512,5,Canada,Data Science,0.5575095004227343
303,90,8.507351330094506,18,Canada,MBA,0.3260043980006544
307,102,9.846165002641765,12,Germany,MBA,0.6122373194477729
332,109,7.20166080434941,56,Canada,Data Science,0.5244083934754488
287,115,6.882424736083675,59,UK,Data Science,0.26862520428793435
337,111,9.488866884343977,25,Germany,Engineering,0.7717248171286696
307,96,8.037024358218119,13,Canada,Data Science,0.42223657041845536
315,91,9.464390989724713,30,Canada,Business Analytics,0.6075331772221997
305,95,9.625815718183953,53,Australia,Computer Science,0.5701913755152275
287,96,6.71860157766675,3,Canada,Data Science,0.1
337,115,9.592126670451211,59,USA,MBA,0.903742575927325
339,103,8.069116693792978,38,Germany,Business Analytics,0.5498719994492267
329,115,8.286513711514813,7,USA,MBA,0.6273316138641234
307,107,8.693073788826236,24,Germany,Business Analytics,0.5192002531243465
307,104,9.742339123555304,12,Australia,Data Science,0.5360232996454318
316,91,6.566906330504174,31,Canada,Computer Science,0.19778775808485216
320,99,8.16895213911236,58,Canada,MBA,0.6357705845732073
315,112,8.907027148506963,37,Canada,Business Analytics,0.6335481653649383
306,101,9.029474351943799,37,Germany,Engineering,0.6261003845271119
333,106,8.923863510379878,55,Canada,Data Science,0.8381207466099788
296,97,6.970522952928427,27,USA,Computer Science,0.287396465406045
288,100,7.5478845593008845,52,Canada,Data Science,0.313086648017798
312,118,7.755504338959547,29,Australia,Engineering,0.39109385418844134
332,92,9.315530226878268,2,USA,Computer Science,0.6124246982985436
299,116,7.475659553450935,27,Canada,Engineering,0.5085827674547485
292,95,7.237467373535211,2,Canada,Data Science,0.17251248163819002
307,98,9.851068066633337,44,UK,Business Analytics,0.5684884316752812
327,95,6.531021497897141,53,Germany,Data Science,0.36230138922388166
308,98,9.992372994886924,33,USA,Data Science,0.6524416785344512
292,96,8.868874546000885,15,UK,Data Science,0.34332909117196847
325,98,9.39964254807191,21,Australia,MBA,0.5206900213806525
314,107,7.5311678872116765,31,Germany,Engineering,0.44545522002772103
285,101,6.55010347183471,37,USA,Engineering,0.13898229874894266
297,97,9.082543314965356,7,Canada,Engineering,0.521282390469608
330,97,9.419506089502365,54,USA,MBA,0.75870951319941
284,107,9.091666461837317,7,Canada,Business Analytics,0.44216939762632723
326,117,6.999976005552935,56,Germany,Data Science,0.5561858077455325
304,119,9.136997727899391,5,Canada,Business Analytics,0.5835578340614802
281,109,9.191229737376744,13,Australia,MBA,0.3574541484249493
289,119,8.804891804845193,31,Canada,Engineering,0.4789078910069576
335,104,9.181405764784552,34,Australia,Data Science,0.790877108184202
309,116,9.460725038872063,9,Germany,Computer Science,0.6463416743576027
329,96,8.647614399831104,2,Germany,Computer Science,0.5055162998008577
338,100,6.810116498893876,58,USA,Business Analytics,0.5447504476611652
324,109,8.206697333835239,11,Australia,Engineering,0.5628442193589139
284,105,6.771772671350618,48,Australia,Computer Science,0.34560446551585244
334,93,7.926400608613508,58,UK,Business Analytics,0.6011705296072514
335,95,7.924872711939697,30,UK,MBA,0.484717216874736
312,115,6.731034454490845,28,UK,Business Analytics,0.3756191135103132
333,111,7.720871868893178,4,Canada,Business Analytics,0.5499064949438605
280,115,6.888493345769602,51,UK,Business Analytics,0.34668219008796103
297,92,9.328823235032278,24,Australia,Data Science,0.39754249039729495
311,98,9.816908090875648,40,Canada,Business Analytics,0.6867605463603791
326,117,6.753107663402785,30,Germany,Business Analytics,0.4240638437282696
328,99,9.842903225520955,20,USA,Data Science,0.6887144866857084
290,103,8.329018097678608,57,UK,Data Science,0.5088226209468677
300,100,7.548479872838559,19,Germany,MBA,0.3546386981531445
305,107,6.769017263466572,38,Australia,Engineering,0.3018372070505874
304,111,8.252184938246462,21,USA,Computer Science,0.46985760617616285
301,101,9.280804405717621,3,Germany,Computer Science,0.4585021280402569
338,112,8.974802670433444,12,USA,Business Analytics,0.8574197404045177
306,101,6.675791040123908,44,UK,MBA,0.3290083129078576
328,102,6.755156423787662,41,Australia,Business Analytics,0.3896866545835219
292,114,7.91005648921423,49,USA,Computer Science,0.5297576703641111
312,102,7.533516729167801,48,Germany,Data Science,0.5259892659033423
313,108,7.313345130696168,19,UK,Engineering,0.4850372647485959
320,115,7.4835157461804975,51,UK,MBA,0.6693014836889902
314,108,9.312189601539096,12,Germany,Data Science,0.6467788414620602
280,112,9.752298187711489,16,Germany,Engineering,0.5041986342638352
300,103,7.917859430846482,53,USA,MBA,0.4494102394308105
327,93,9.671388507463739,35,Canada,MBA,0.6853406357726717
334,102,7.625234954367587,32,UK,Computer Science,0.5184105121402015
285,97,8.16752945220327,0,USA,Data Science,0.31257163490194617
307,118,7.291101492355999,14,Germany,MBA,0.40044764447319864
296,112,8.741666147615454,12,USA,MBA,0.524761510111148
284,110,9.926433903111832,16,Germany,Engineering,0.5854182738089733
310,112,8.612225836151826,23,Australia,Computer Science,0.5039644902612473
284,108,7.752349294397421,57,Germany,Business Analytics,0.3097668001523053
317,101,8.767361060966849,7,Germany,Computer Science,0.45479383006195806
282,107,6.9302223746288565,49,Germany,Business Analytics,0.24533295299961558
332,95,9.610306780928894,26,Canada,Data Science,0.7121800371195531
302,107,8.260793827729428,44,Germany,Data Science,0.47381856394471533
316,108,8.072724097138748,22,UK,MBA,0.5398931541529121
332,111,8.550526759587317,45,UK,Data Science,0.6854616556605596
316,94,8.686743519762908,7,USA,MBA,0.4802614170249582
289,113,6.751215321792795,7,Canada,Computer Science,0.2120894065236995
289,98,8.889160274281908,58,USA,Data Science,0.5897685430787302
298,116,7.346760881104354,25,UK,Computer Science,0.3305106258711982
296,92,8.998834213773064,46,UK,Computer Science,0.6010020075603711
300,117,9.378871780344689,58,Australia,Data Science,0.6792964251166985
293,99,9.313854776433821,12,Germany,Computer Science,0.3945805585029677
288,108,8.433753385927613,38,UK,Data Science,0.4351546374418288
325,92,8.32059462308763,36,USA,Data Science,0.6950749143561409
280,118,7.000065864687941,48,USA,Data Science,0.3619106462866959
330,118,9.213711526410975,27,Germany,Business Analytics,0.7977866653333174
324,111,7.4499328315635,24,Germany,Computer Science,0.5333230952607617
292,104,8.238433979862812,15,Australia,Engineering,0.3276984959020631
283,90,7.494959325246309,54,Canada,Data Science,0.2800118559892997
280,96,6.968399270498926,1,USA,Computer Science,0.1
328,101,8.703451939121077,53,Germany,MBA,0.769776416188915
319,106,6.690162121880164,17,USA,Data Science,0.3337984280998289
311,119,9.1202583194417,16,Germany,Data Science,0.6205442664216095
313,110,7.611553783413909,29,UK,Engineering,0.40629474823599054
307,115,6.500471425515698,38,USA,Business Analytics,0.3620546015455748
310,118,8.288951987330304,12,UK,Business Analytics,0.5390992473708336
287,113,6.663981679846611,31,USA,Data Science,0.18616135400401534
318,109,7.466593452373148,49,Canada,Computer Science,0.5406260033313885
305,94,8.974417706095007,28,Australia,MBA,0.5094495711720295
337,93,6.71941367567653,45,UK,MBA,0.4882481366429345
313,117,9.437684723246008,29,Germany,Computer Science,0.768853802837496
333,101,6.513369729305041,17,Canada,Data Science,0.36874193374414715
333,119,7.363883542206658,12,USA,MBA,0.48691130347415607
282,109,9.09316419653225,42,UK,Business Analytics,0.46483054343359625
338,117,7.606945524052573,20,USA,Computer Science,0.6896144430456773
329,113,6.856623358231047,29,USA,Engineering,0.4815314248825334
291,107,7.760818715801498,20,USA,Data Science,0.421401256497724
280,106,7.4463765023458395,47,Australia,Computer Science,0.33058755547817176
333,108,9.449491657561943,54,Australia,MBA,0.8647715427231443
323,98,7.596717711548001,16,Germany,Data Science,0.4672753478459652
284,93,9.261263651216025,39,UK,Business Analytics,0.38691604798993173
309,115,9.62155250683757,18,Canada,Data Science,0.6870963954299202
309,110,8.018360968517854,51,Canada,Data Science,0.4841770227625086
338,91,9.684801003490373,14,Canada,Business Analytics,0.6797316401478837
336,93,7.8206131888711745,8,USA,Business Analytics,0.4979357033914296
296,91,9.874274457715378,51,Australia,Data Science,0.5468646720694206
327,104,6.812513335839506,9,UK,Business Analytics,0.39118267603661283
326,91,8.90456743276135,43,USA,Computer Science,0.5423892573280055
302,93,8.22834914159925,30,Australia,Business Analytics,0.4546916073808498
294,95,7.8567708190947645,52,Australia,Business Analytics,0.3468376630769915
316,96,8.714491575620103,22,UK,Data Science,0.46672888028850124
300,99,8.963499820720159,51,UK,Computer Science,0.4822750408541784
293,108,6.515271443776082,29,UK,Engineering,0.2002776162182407
281,108,7.084335810615196,32,USA,Engineering,0.14640064515103957
290,115,8.995661177220116,56,Germany,MBA,0.5727984632983111
330,111,8.832348947523723,51,UK,Business Analytics,0.8040285166979366
318,118,9.88116626795037,8,Germany,Business Analytics,0.7269834220644791
317,101,9.163632265877741,53,USA,Computer Science,0.6180391853049811
339,92,9.827704477059683,46,Germany,Engineering,0.8116222489209757
313,102,8.958891755371823,0,Canada,MBA,0.512910989407668
317,107,7.543182730238051,43,Germany,Computer Science,0.5945513815850632
329,97,6.868777227877998,34,UK,Business Analytics,0.4466820198273629
313,110,9.236383521707275,10,USA,Engineering,0.6180094516966166
297,104,8.754522275165705,33,UK,MBA,0.5404130160083437
309,90,6.668651043376537,15,Canada,Data Science,0.19505535154831535
294,92,7.760176630653424,8,UK,Engineering,0.24024952731508137
306,115,9.848799354195002,31,UK,MBA,0.7981669413652928
330,97,8.251404009985704,14,UK,Computer Science,0.438381506943268
313,93,8.014551976068967,11,Australia,Data Science,0.428988930064929
331,105,8.101948618057529,32,Canada,MBA,0.5875402682793288
336,119,7.231089534018073,44,UK,MBA,0.6039786185393978
317,112,7.790475098026783,13,UK,Business Analytics,0.44733807166123246
312,99,7.7943463959551185,56,UK,Engineering,0.50060900342308
303,101,6.683242570656153,56,USA,Business Analytics,0.3287655347497557
294,103,9.186486699812715,7,Australia,Data Science,0.43879193207081907
339,103,7.957765511663577,7,USA,MBA,0.5089688855057191
309,91,9.377629603857482,26,Australia,Business Analytics,0.4486054321040226
334,112,9.476218003919634,11,UK,Engineering,0.7114490132303747
321,94,7.241979191445303,0,Canada,Data Science,0.2841828645664146
330,94,8.80073718759545,42,Germany,Computer Science,0.6455029464763936
296,95,8.152986314570436,39,Germany,Business Analytics,0.48956701589926793
284,102,9.580548582725198,41,UK,Data Science,0.5037648854929232
308,98,7.25509237711759,50,USA,Computer Science,0.34010972898322317
283,119,8.872346201085154,10,Canada,Business Analytics,0.42040047555886273
289,111,8.62713242788453,38,Australia,Data Science,0.49576808728119476
335,117,7.533555171501415,42,UK,Data Science,0.6625523640185467
296,118,6.978103162779104,30,Canada,Business Analytics,0.3860576221139462
289,104,8.780739161670468,16,Canada,Data Science,0.4570413041026239
296,103,9.085091103463157,32,Australia,MBA,0.568900512633531
339,113,7.604695703171725,31,Canada,Business Analytics,0.5998067556316814
299,96,8.756914114078098,57,USA,Data Science,0.6280900507959859
303,114,7.882958176640262,28,USA,Computer Science,0.44531393698666316
284,109,8.996224091489161,20,USA,Computer Science,0.45574978213009243
313,91,7.197253462129186,20,Canada,MBA,0.3644774635462559
285,96,9.61575250922661,39,USA,Business Analytics,0.5369072524538581
332,95,7.505933587629529,22,Australia,Data Science,0.342921501385095
281,106,7.787250957146535,55,Canada,Data Science,0.3698961866173037
292,116,6.703321832281224,5,Germany,Computer Science,0.26883501863646425
322,114,6.890292743124467,21,Canada,MBA,0.3599313709520326
322,114,8.305516659493149,49,Australia,Computer Science,0.6963794008413806
327,117,7.4365743685479,37,Germany,Computer Science,0.5890447676918612
290,91,9.42418079009768,36,Canada,MBA,0.5383881144894463
330,92,6.551426860292338,44,USA,Business Analytics,0.3412807893450494
326,94,7.826829170351777,50,UK,Data Science,0.5764322902482367
336,94,7.680709413691824,53,UK,Business Analytics,0.5754186310776785
302,90,6.567646708211604,7,USA,Engineering,0.2235335675696548
334,97,6.935289396501786,40,UK,Engineering,0.5940498564908704
295,101,7.947749362215223,48,UK,Engineering,0.4923735919200817
310,113,8.225026045566063,34,USA,MBA,0.5711717676843897
290,93,7.915014115392042,50,USA,Computer Science,0.4677660987050379
333,102,8.358281874442328,10,Canada,Business Analytics,0.5925489734482368
295,112,8.582960862169886,23,Canada,Data Science,0.4351553842861418
287,104,6.534733373947425,48,USA,Engineering,0.2270058631035555
283,100,8.124333058087263,20,Australia,Business Analytics,0.33872167309615153
319,99,9.872247343106558,50,UK,Engineering,0.7916974041360385
283,92,8.31661298045342,1,Canada,Engineering,0.17884966756143658
335,111,8.871397936106336,39,UK,Data Science,0.6938402926605975
304,103,7.591523502709091,18,Germany,MBA,0.3376800508562608
282,105,9.20896982353467,38,USA,Computer Science,0.5163237319339147
311,99,9.205225186566402,27,Australia,MBA,0.609796720244442
282,118,8.324536166789485,58,Germany,Business Analytics,0.5105836752668961
306,99,9.916048381477248,16,Germany,MBA,0.5636840926358032
308,101,6.939425751669287,5,Germany,Business Analytics,0.3445672330560265
311,119,6.559316827113533,18,USA,Business Analytics,0.29817616286368037
329,98,9.195553741149837,55,Canada,Computer Science,0.7956803219455265
337,90,9.32504438077709,37,USA,Data Science,0.7373033791184714
330,94,6.920725301922017,27,Canada,Computer Science,0.449599506841817
298,109,7.429539915355122,1,Germany,MBA,0.27151146853729663
300,97,6.561433271783201,37,Germany,Business Analytics,0.22738823544219136
284,100,7.526580137731976,54,Australia,Engineering,0.32507557217627797
297,101,9.20599655871535,36,Canada,Engineering,0.5154368615373929
307,90,8.312861846994027,50,Germany,Business Analytics,0.47844713375978654
321,114,7.718334576089008,51,UK,Computer Science,0.6706927100708756
301,111,7.801087532172156,3,Australia,Data Science,0.30135402560413344
300,109,6.504737690004139,21,USA,Computer Science,0.21518086487563273
285,117,7.5493018464783255,25,Australia,Business Analytics,0.3041329450907815
280,114,8.762605595732756,48,UK,Business Analytics,0.49386258354836976
284,100,9.90968055335725,42,Canada,Data Science,0.5579014640775992
320,94,9.464712894443648,35,USA,MBA,0.6849400600155952
291,104,6.582582376259352,57,USA,MBA,0.27862414100428035
305,94,9.644962116361938,12,Canada,Data Science,0.5495684057059009
325,101,9.24119444654519,51,Australia,MBA,0.7407017675950504
313,94,9.231316432498431,57,Germany,Engineering,0.6519206524886828
328,106,8.1029851565125,31,Australia,MBA,0.615863956674308
293,106,7.89301852534076,16,UK,MBA,0.33808594807516384
305,113,7.560205050916174,40,Germany,MBA,0.5434847113370269
324,101,6.72993200634028,35,Australia,Engineering,0.515858935917686
306,113,7.298823772227947,54,Canada,MBA,0.5066056941358331
288,117,7.363112722423086,59,UK,Engineering,0.4325410121766629
305,104,8.194269743985705,45,UK,Data Science,0.5323599433499427
336,104,9.11605542308843,18,UK,Computer Science,0.6389261083444954
326,95,8.158334399392814,57,Germany,Data Science,0.5960292047324495
336,101,6.702455573065063,59,USA,Computer Science,0.4690715494314338
301,116,9.852264303458714,34,Germany,Data Science,0.728614766257298
326,118,9.799535116829393,45,Australia,Computer Science,0.8232717622387876
335,109,9.24816340101943,39,USA,Computer Science,0.7643369449914185
309,107,9.969647655474771,55,Australia,Business Analytics,0.6704326153495355
322,103,8.405688164800921,58,USA,Computer Science,0.5791306486227218
327,91,9.869689225886221,27,Germany,Computer Science,0.7103510302480848
296,98,6.764617642158628,0,UK,Business Analytics,0.10679971233077881
305,94,7.779882618914799,41,Canada,MBA,0.4469609984938273
315,109,7.288834438023681,17,UK,MBA,0.3549580527820408
280,115,7.185415794469945,47,Germany,Business Analytics,0.34349595871799654
287,118,6.992810321124367,39,USA,Engineering,0.2907273981084825
328,90,8.678447745480987,32,UK,Computer Science,0.5882389453780749
314,112,9.234626495115567,11,Germany,Computer Science,0.5432893758441649
331,92,8.524044397971263,7,Australia,Business Analytics,0.4911602109866664
294,95,7.014369483558734,23,Canada,Business Analytics,0.1689744195708971
326,94,9.338933194767147,15,UK,Engineering,0.6561111367388374
335,110,8.72584147507305,49,USA,MBA,0.7749950060882016
301,116,7.858579971444485,3,Australia,Data Science,0.33613747972002417
293,94,8.85945603437622,37,Germany,MBA,0.4369930813833812
305,90,7.409667427349915,43,Canada,Computer Science,0.2978460995609914
307,106,7.708172729729737,26,USA,Business Analytics,0.46558974309111145
302,108,9.711200450961966,8,Germany,Engineering,0.6505705446354931
293,103,7.516765769849972,46,Germany,MBA,0.2891195449430275
303,101,8.144958938552778,15,UK,Engineering,0.43683045598224857
281,99,9.61549398088605,55,UK,MBA,0.5023916514955203
324,109,8.977024725936346,11,USA,Computer Science,0.6129427014710449
305,110,6.717711291576459,30,Germany,Data Science,0.32649400191892897
293,107,7.0155606549763965,23,UK,Engineering,0.3572515258893618
338,113,6.527445567701709,54,Canada,Engineering,0.49294414995722247
335,116,8.708226265802072,13,Canada,Data Science,0.7316062022238304
330,100,8.066856988936465,44,Germany,Engineering,0.5304941497556865
286,119,6.969961978157964,24,UK,Engineering,0.2266802611188734
282,91,9.852769423698696,33,USA,MBA,0.48209682084366595
326,114,8.35380903380967,2,USA,MBA,0.5679503641277341
302,107,7.346626529395112,57,USA,Data Science,0.29264140172169295
325,118,8.252112499041477,23,Canada,Computer Science,0.6807212429306579
322,114,8.878671164572877,53,UK,Engineering,0.6273924268725004
326,96,6.766837262907476,41,UK,Computer Science,0.3856988153837608
339,113,7.4614633526676215,8,Canada,Data Science,0.606262298599422
324,104,9.324379218093977,25,USA,Data Science,0.7857453946880313
297,100,8.108827046409314,19,USA,MBA,0.3482134549766354
337,107,8.413019997113032,39,Germany,Engineering,0.6144834026320636
317,112,8.014856007733142,9,Australia,Business Analytics,0.5551538121721855
314,101,6.653649799250518,18,UK,Data Science,0.33081780456321513
330,95,7.080124229370545,2,UK,Engineering,0.3218502974491386
294,109,8.059395735596619,23,UK,Computer Science,0.36992978258629605
304,112,7.232149128927747,4,Australia,MBA,0.28780457798019954
334,119,6.674926600308876,2,Germany,Computer Science,0.4227622846771399
316,102,9.452773824181383,57,Australia,Data Science,0.735763272740811
307,109,9.934173852074405,26,USA,Data Science,0.6591762825288078
289,105,9.276000058988588,15,USA,Computer Science,0.45277813582058374
318,107,9.488247225966335,48,UK,Data Science,0.7685779196523956
336,99,7.346919956109659,14,Canada,Engineering,0.3826701450738744
296,117,9.8621944142962,34,UK,Data Science,0.6654540042096009
318,112,7.189239965586999,11,Canada,MBA,0.32247323082641627
301,97,9.830004336266413,40,Australia,Engineering,0.6259925478123779
305,107,9.981867528880828,52,USA,Business Analytics,0.6409574471792867
323,110,8.991029820111171,43,Canada,Data Science,0.7516896286397411
304,90,9.934003061271376,25,Australia,Data Science,0.5092256229271284
296,112,8.493389228484864,46,USA,MBA,0.4441869835587689
292,97,7.408396241116316,33,Canada,MBA,0.2631360484753552
299,118,8.029485599829673,22,UK,Computer Science,0.5503537188501009
304,95,8.577463273825751,30,UK,Computer Science,0.4929839968225932
283,94,6.755785467094553,49,UK,Computer Science,0.1
289,104,8.678201426160362,19,Australia,MBA,0.3442810424646714
282,111,9.934122428668031,11,UK,Computer Science,0.5151911160426325
320,104,7.165376774243047,22,Germany,Computer Science,0.5129607180020341
324,91,9.27408290700934,3,USA,Business Analytics,0.5025903391169098
297,90,9.677645778228667,22,Australia,Computer Science,0.456615255326688
326,112,9.802955574870772,47,UK,Data Science,0.9113521064720974
315,112,9.860474615419065,54,USA,MBA,0.8137996020252977
326,115,8.325108735525152,47,Canada,Engineering,0.7337338568535258
301,100,9.920577677970263,0,UK,Business Analytics,0.5095681861878033
313,99,9.150585724970536,53,USA,MBA,0.6403422904673229
326,119,7.0658500268293665,24,Germany,MBA,0.565450167604197
287,107,8.169150372637894,1,Canada,Data Science,0.3060179987503979
319,107,9.014159113802014,29,Germany,Computer Science,0.6959851300251247
328,106,7.365691105366792,2,USA,Data Science,0.4432994913493599
323,115,8.742153142421106,57,Germany,Computer Science,0.686764619498609
298,97,8.833101676663167,20,USA,Computer Science,0.4408243310013465
321,104,7.069449103329981,24,USA,MBA,0.44914909713717804
320,97,8.477798593584646,19,Germany,Computer Science,0.5420049345404466
316,106,9.200694188425127,48,USA,Business Analytics,0.6866381194704017
285,101,8.246134825875796,51,UK,Business Analytics,0.3124725463658017
331,116,6.542360908716376,21,USA,Business Analytics,0.35254167263995717
305,97,6.531634641777522,20,Australia,MBA,0.134450108150361
313,114,7.749602703895043,32,USA,Data Science,0.4822896272496774
338,103,9.741679239511237,51,Australia,Engineering,0.8341217336880403
335,93,7.30036872861263,37,USA,Computer Science,0.4002001417867423
338,90,8.720272911050905,14,USA,Engineering,0.6298711152334757
324,90,7.277265547426622,57,Germany,Data Science,0.3881418944163011
285,108,7.6258449638084205,57,UK,Data Science,0.31764004376046895
316,105,9.468147313605193,45,UK,MBA,0.7111286235348909
336,103,9.051015047944814,51,Canada,Business Analytics,0.8127398329076401
312,110,6.833897470596237,14,Germany,Business Analytics,0.4359024419159425
332,105,8.000457073452518,45,Germany,Data Science,0.6481080611197322
301,94,6.6020941727584255,24,UK,MBA,0.27565939139428675
300,98,8.18311551311053,20,Germany,MBA,0.3217532260548754
285,115,8.818519040953738,23,UK,Computer Science,0.5804605677134772
285,119,6.914759182593531,56,Germany,Business Analytics,0.26432682691148623
334,117,7.51109728618208,57,USA,Data Science,0.6378620128692822
327,91,7.892428189257549,4,UK,Engineering,0.4371672761798015
283,107,9.718358586296175,5,UK,Business Analytics,0.40005155907762285
309,95,9.976392553980375,48,Australia,Computer Science,0.6409495015729191
290,98,6.6571895464846556,42,Germany,MBA,0.15866839313376466
309,90,9.163527732233872,47,Germany,Data Science,0.5513921190356701
310,98,7.801034232408202,43,UK,Business Analytics,0.517268769394571
303,114,7.87360365180318,46,USA,Engineering,0.5078245278061825
334,105,9.13992740671458,22,USA,Computer Science,0.6785527921271083
288,102,9.71449251250893,3,USA,Computer Science,0.3306543544992533
334,98,9.82825008075892,26,Germany,Business Analytics,0.7787091980429484
282,110,8.519929051134122,17,Australia,Engineering,0.4228498048642372
330,102,7.74992405755176,20,UK,Computer Science,0.4178474753296905
310,98,9.256421800505727,27,Canada,Data Science,0.5691710163573857
319,100,7.378504841418051,34,Australia,Computer Science,0.44005096282152245
316,93,8.474259100917312,21,Canada,Engineering,0.5213596993985917
315,91,7.755024615337057,39,Australia,MBA,0.3846929616976757
303,118,8.798208757977566,22,USA,MBA,0.5288844114289104
310,95,7.341396195127274,2,Germany,Business Analytics,0.2533347002339847
285,103,7.17057531007189,39,Canada,Engineering,0.32835903093279956
281,93,9.71383680336403,49,Australia,Computer Science,0.5619879067788084
299,95,6.856312890323379,9,Germany,Computer Science,0.1821542080711941
307,108,8.270852677072261,24,Canada,MBA,0.5383719894533872
290,95,7.272984740370531,51,UK,MBA,0.17240655284259562
283,91,6.636254871639836,48,Australia,Data Science,0.19515469563494323
294,107,6.626065864019992,7,UK,MBA,0.13096921917587814
285,102,7.113276202370396,54,USA,Data Science,0.378439933562124
333,98,9.533696240771,10,UK,Computer Science,0.6234959062057388
328,112,7.488675603919593,4,UK,Data Science,0.43035338932912837
309,108,9.826607097013536,57,Australia,Data Science,0.7858048547366773
335,102,8.535678025462177,44,USA,Business Analytics,0.7105966239347291
317,100,8.028149664190682,52,UK,MBA,0.5173290719691473
330,90,8.53031092134309,54,Germany,Data Science,0.6356057355889333
336,113,8.308444348291937,36,Canada,Computer Science,0.7164483448569314
281,119,9.155716888150637,55,UK,Engineering,0.6106662343058317
294,111,7.488736230904983,58,USA,Data Science,0.4127706805112212
290,96,7.735676370601058,44,UK,MBA,0.35648070784440544
287,114,9.629330058866378,37,Canada,Business Analytics,0.6754562412641252
305,110,9.81259779602642,28,USA,Computer Science,0.612308181299221
330,104,9.623953796202661,4,Australia,Business Analytics,0.6450202892174995
324,90,7.9680679788505975,8,USA,Engineering,0.4091419792009544
323,101,9.231279260524087,58,Australia,Data Science,0.6743349991693511
284,115,8.167175066553845,47,USA,Data Science,0.3628641066090764
285,96,8.241389482511357,1,Canada,MBA,0.3111720896525386
305,104,7.216380381700494,0,Canada,Data Science,0.16543263032160113
333,110,8.568956061404808,39,USA,Computer Science,0.6788329864271899
283,108,7.151475642136718,59,UK,Engineering,0.36490157508927273
298,117,7.660476446735178,50,Canada,Business Analytics,0.4959608691019811
299,118,9.492605705669773,29,Australia,Engineering,0.6301496123490264
312,114,7.224765332237993,10,Australia,Data Science,0.3329583448575941
299,90,6.749053998107015,27,Germany,Business Analytics,0.20815670472676998
328,106,6.741526574144857,43,Australia,MBA,0.4056833151217829
291,106,9.792745821760878,11,Germany,Engineering,0.5521104375171563
326,92,8.27422153286642,38,USA,Business Analytics,0.5448140575964716
280,101,7.932942251359564,25,USA,Business Analytics,0.2888164741795641
305,95,9.338075033527716,12,USA,Business Analytics,0.4723354944441968
293,115,9.425390747686805,58,UK,Computer Science,0.7710808266309457
317,100,7.662668615904616,7,UK,Engineering,0.4032867449397606
316,92,8.927663201158284,53,Germany,Business Analytics,0.5860117767785358
290,97,9.198929855481603,27,Australia,Engineering,0.4741626549938449
315,103,8.79127740403084,57,Australia,Business Analytics,0.6056371925501662
292,103,7.030582761800348,29,USA,MBA,0.23882280499614444
322,99,9.565590792309699,8,Canada,MBA,0.7449492300127987
282,91,8.38683093457603,38,UK,MBA,0.28726878077228807
312,103,7.488653492295013,30,UK,Data Science,0.4091003355347807
285,98,7.988298649031929,57,USA,Business Analytics,0.35478603168758927
329,92,6.631498816396176,20,UK,Data Science,0.268046739018324
335,110,6.947533804278462,55,USA,Engineering,0.5847009699999572
289,115,9.179413626805513,46,Germany,Data Science,0.5930423090390549
284,97,6.500040721643781,33,Australia,Engineering,0.18305601935214283
302,105,7.957980399688022,54,Canada,Engineering,0.5271552274094171
289,91,8.32878563379956,30,Australia,Engineering,0.37903945838633524
323,95,6.691220470003403,51,Australia,Data Science,0.3434435993578392
281,117,9.905773570403165,24,Germany,Business Analytics,0.6212793051490879
292,110,7.291438659373852,11,UK,Data Science,0.3112137078143735
319,118,7.5646955187269835,0,Canada,Business Analytics,0.4056263379441696
281,115,7.563798792892595,54,UK,Business Analytics,0.3706461927906489
299,114,7.3064583174107245,21,Australia,Engineering,0.2868610600229915
280,101,6.50515837730209,39,USA,Data Science,0.18657066045353873
